2025-09-20 22:48:52,284 - INFO - Successfully loaded environment variables from: C:\Users\ariro\OneDrive\Documents\Bible\.env
2025-09-20 22:48:52,284 - INFO - === PROCESSING DEUTERONOMY CHAPTER(S) [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34] WITH MULTI-MODEL API ===
2025-09-20 22:48:52,285 - INFO - Initializing Sefaria client...
2025-09-20 22:48:52,285 - INFO - Initializing Gemini multi-model API...
2025-09-20 22:48:52,286 - INFO - Creating database: deuteronomy_multi_multi_model_20250920_224852.db
2025-09-20 22:48:52,353 - INFO - --- Processing Deuteronomy 1 ---
2025-09-20 22:48:52,353 - INFO - Fetching text for Deuteronomy 1...
2025-09-20 22:48:52,702 - INFO - Retrieved 46 verses for Deuteronomy 1
2025-09-20 22:48:52,702 - INFO -   Processing Deuteronomy 1:1 (1/46)...
2025-09-20 22:50:02,022 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 361, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:02,023 - INFO -   Processing Deuteronomy 1:14 (14/46)...
2025-09-20 22:50:02,337 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 311, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:02,338 - INFO -   Processing Deuteronomy 1:15 (15/46)...
2025-09-20 22:50:02,705 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 468, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:02,706 - INFO -   Processing Deuteronomy 1:16 (16/46)...
2025-09-20 22:50:02,982 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 385, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:02,983 - INFO -   Processing Deuteronomy 1:17 (17/46)...
2025-09-20 22:50:03,269 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 457, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:03,270 - INFO -   Processing Deuteronomy 1:18 (18/46)...
2025-09-20 22:50:03,529 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 314, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:03,529 - INFO -   Processing Deuteronomy 1:19 (19/46)...
2025-09-20 22:50:03,856 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 452, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:03,856 - INFO -   Processing Deuteronomy 1:20 (20/46)...
2025-09-20 22:50:04,108 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 331, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:04,109 - INFO -   Processing Deuteronomy 1:21 (21/46)...
2025-09-20 22:50:04,343 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 398, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:04,343 - INFO -   Processing Deuteronomy 1:22 (22/46)...
2025-09-20 22:50:04,744 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 466, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:50:04,745 - INFO -   Processing Deuteronomy 1:23 (23/46)...
2025-09-20 22:51:00,638 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 1, 'input_tokens': 338, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:00,638 - INFO -   Processing Deuteronomy 1:24 (24/46)...
2025-09-20 22:51:00,893 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 323, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:00,893 - INFO -   Processing Deuteronomy 1:25 (25/46)...
2025-09-20 22:51:01,146 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 389, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:01,146 - INFO -   Processing Deuteronomy 1:26 (26/46)...
2025-09-20 22:51:01,424 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 307, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:01,425 - INFO -   Processing Deuteronomy 1:27 (27/46)...
2025-09-20 22:51:01,665 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 409, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:01,666 - INFO -   Processing Deuteronomy 1:28 (28/46)...
2025-09-20 22:51:04,295 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 436, 'output_tokens': 452, 'fallback_used': False}
2025-09-20 22:51:04,296 - INFO -     FOUND: 2 figurative instances
2025-09-20 22:51:04,296 - INFO -       Instance 1: metaphor - 'have taken the heart out of us'
2025-09-20 22:51:04,297 - INFO -       Instance 2: hyperbole - 'large cities with walls sky-high'
2025-09-20 22:51:04,297 - INFO -   Processing Deuteronomy 1:29 (29/46)...
2025-09-20 22:51:04,598 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 295, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:04,598 - INFO -   Processing Deuteronomy 1:30 (30/46)...
2025-09-20 22:51:08,251 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 373, 'output_tokens': 619, 'fallback_used': False}
2025-09-20 22:51:08,251 - INFO -     FOUND: 3 figurative instances
2025-09-20 22:51:08,252 - INFO -       Instance 1: other - 'who goes before you'
2025-09-20 22:51:08,252 - INFO -       Instance 2: other - 'will fight for you'
2025-09-20 22:51:08,253 - INFO -       Instance 3: simile - 'just as [God] did for you in Egypt before your very eyes'
2025-09-20 22:51:08,253 - INFO -   Processing Deuteronomy 1:31 (31/46)...
2025-09-20 22:51:09,525 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 536, 'output_tokens': 200, 'fallback_used': False}
2025-09-20 22:51:09,526 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:51:09,526 - INFO -       Instance 1: simile - 'as a householder carries his son'
2025-09-20 22:51:09,526 - INFO -   Processing Deuteronomy 1:32 (32/46)...
2025-09-20 22:51:09,792 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 306, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:51:09,792 - INFO -   Processing Deuteronomy 1:33 (33/46)...
2025-09-20 22:51:11,593 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 409, 'output_tokens': 307, 'fallback_used': False}
2025-09-20 22:51:11,593 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:51:11,594 - INFO -       Instance 1: personification - 'in fire by night and in cloud by day, in order to guide you on the route you are to follow'
2025-09-20 22:51:11,594 - INFO -   Processing Deuteronomy 1:34 (34/46)...
2025-09-20 22:52:01,384 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 1, 'input_tokens': 311, 'output_tokens': 165, 'fallback_used': False}
2025-09-20 22:52:01,385 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:52:01,385 - INFO -       Instance 1: other - 'becoming angry'
2025-09-20 22:52:01,385 - INFO -   Processing Deuteronomy 1:35 (35/46)...
2025-09-20 22:52:01,682 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 363, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:01,682 - INFO -   Processing Deuteronomy 1:36 (36/46)...
2025-09-20 22:52:01,945 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 397, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:01,946 - INFO -   Processing Deuteronomy 1:37 (37/46)...
2025-09-20 22:52:02,254 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 326, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:02,254 - INFO -   Processing Deuteronomy 1:38 (38/46)...
2025-09-20 22:52:02,510 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 353, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:02,511 - INFO -   Processing Deuteronomy 1:39 (39/46)...
2025-09-20 22:52:02,804 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 402, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:02,804 - INFO -   Processing Deuteronomy 1:40 (40/46)...
2025-09-20 22:52:03,058 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 309, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:03,058 - INFO -   Processing Deuteronomy 1:41 (41/46)...
2025-09-20 22:52:03,287 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 459, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:03,287 - INFO -   Processing Deuteronomy 1:42 (42/46)...
2025-09-20 22:52:03,546 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 391, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:03,547 - INFO -   Processing Deuteronomy 1:43 (43/46)...
2025-09-20 22:52:03,806 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 343, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:52:03,807 - INFO -   Processing Deuteronomy 1:44 (44/46)...
2025-09-20 22:52:05,077 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 403, 'output_tokens': 203, 'fallback_used': False}
2025-09-20 22:52:05,078 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:52:05,078 - INFO -       Instance 1: simile - 'like so many bees'
2025-09-20 22:52:05,078 - INFO -   Processing Deuteronomy 1:45 (45/46)...
2025-09-20 22:53:03,001 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 1, 'input_tokens': 341, 'output_tokens': 423, 'fallback_used': False}
2025-09-20 22:53:03,002 - INFO -     FOUND: 2 figurative instances
2025-09-20 22:53:03,003 - INFO -       Instance 1: other - 'but יהוה would not heed your cry'
2025-09-20 22:53:03,004 - INFO -       Instance 2: other - 'or give ear to you'
2025-09-20 22:53:03,005 - INFO -   Processing Deuteronomy 1:46 (46/46)...
2025-09-20 22:53:03,267 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 321, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:03,268 - INFO - Deuteronomy 1 COMPLETED: 13 figurative instances from 46 verses
2025-09-20 22:53:03,286 - INFO - --- Processing Deuteronomy 2 ---
2025-09-20 22:53:03,287 - INFO - Fetching text for Deuteronomy 2...
2025-09-20 22:53:03,682 - INFO - Retrieved 37 verses for Deuteronomy 2
2025-09-20 22:53:03,682 - INFO -   Processing Deuteronomy 2:1 (1/37)...
2025-09-20 22:53:03,996 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 407, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:04,010 - INFO -   Processing Deuteronomy 2:2 (2/37)...
2025-09-20 22:53:04,285 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 269, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:04,286 - INFO -   Processing Deuteronomy 2:3 (3/37)...
2025-09-20 22:53:04,714 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 298, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:04,715 - INFO -   Processing Deuteronomy 2:4 (4/37)...
2025-09-20 22:53:04,955 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 391, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:04,956 - INFO -   Processing Deuteronomy 2:5 (5/37)...
2025-09-20 22:53:05,259 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 388, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:05,260 - INFO -   Processing Deuteronomy 2:6 (6/37)...
2025-09-20 22:53:05,606 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 383, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:05,607 - INFO -   Processing Deuteronomy 2:7 (7/37)...
2025-09-20 22:53:06,984 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 446, 'output_tokens': 204, 'fallback_used': False}
2025-09-20 22:53:06,984 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:53:06,985 - INFO -       Instance 1: other - '[God] has watched over your wanderings'
2025-09-20 22:53:06,985 - INFO -   Processing Deuteronomy 2:8 (8/37)...
2025-09-20 22:53:07,276 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 451, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:07,277 - INFO -   Processing Deuteronomy 2:9 (9/37)...
2025-09-20 22:53:07,518 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 425, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:53:07,519 - INFO -   Processing Deuteronomy 2:10 (10/37)...
2025-09-20 22:54:02,287 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 1, 'input_tokens': 316, 'output_tokens': 328, 'fallback_used': False}
2025-09-20 22:54:02,288 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:54:02,288 - INFO -       Instance 1: simile - 'and as tall as the Anakites'
2025-09-20 22:54:02,288 - INFO -   Processing Deuteronomy 2:11 (11/37)...
2025-09-20 22:54:02,566 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 321, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:02,566 - INFO -   Processing Deuteronomy 2:12 (12/37)...
2025-09-20 22:54:02,857 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 439, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:02,858 - INFO -   Processing Deuteronomy 2:13 (13/37)...
2025-09-20 22:54:03,129 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 319, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:03,130 - INFO -   Processing Deuteronomy 2:14 (14/37)...
2025-09-20 22:54:03,431 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 464, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:03,432 - INFO -   Processing Deuteronomy 2:15 (15/37)...
2025-09-20 22:54:04,737 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 325, 'output_tokens': 186, 'fallback_used': False}
2025-09-20 22:54:04,737 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:54:04,738 - INFO -       Instance 1: other - 'the hand of יהוה struck them'
2025-09-20 22:54:04,738 - INFO -   Processing Deuteronomy 2:16 (16/37)...
2025-09-20 22:54:05,005 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 333, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:05,005 - INFO -   Processing Deuteronomy 2:17 (17/37)...
2025-09-20 22:54:05,280 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 273, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:05,280 - INFO -   Processing Deuteronomy 2:18 (18/37)...
2025-09-20 22:54:05,604 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 289, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:05,604 - INFO -   Processing Deuteronomy 2:19 (19/37)...
2025-09-20 22:54:05,879 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 435, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:05,880 - INFO -   Processing Deuteronomy 2:20 (20/37)...
2025-09-20 22:54:06,176 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 355, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:54:06,176 - INFO -   Processing Deuteronomy 2:21 (21/37)...
2025-09-20 22:54:07,544 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 356, 'output_tokens': 173, 'fallback_used': False}
2025-09-20 22:54:07,544 - INFO -     FOUND: 1 figurative instances
2025-09-20 22:54:07,545 - INFO -       Instance 1: simile - 'as tall as the Anakites'
2025-09-20 22:54:07,545 - INFO -   Processing Deuteronomy 2:22 (22/37)...
2025-09-20 22:55:00,353 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 1, 'input_tokens': 414, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:00,354 - INFO -   Processing Deuteronomy 2:23 (23/37)...
2025-09-20 22:55:00,636 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 382, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:00,636 - INFO -   Processing Deuteronomy 2:24 (24/37)...
2025-09-20 22:55:00,918 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 411, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:00,918 - INFO -   Processing Deuteronomy 2:25 (25/37)...
2025-09-20 22:55:03,503 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 395, 'output_tokens': 438, 'fallback_used': False}
2025-09-20 22:55:03,504 - INFO -     FOUND: 2 figurative instances
2025-09-20 22:55:03,505 - INFO -       Instance 1: other - 'I begin to put the dread and fear of you upon the peoples'
2025-09-20 22:55:03,505 - INFO -       Instance 2: metaphor - 'they shall tremble and quake because of you'
2025-09-20 22:55:03,506 - INFO -   Processing Deuteronomy 2:26 (26/37)...
2025-09-20 22:55:03,823 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 340, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:03,824 - INFO -   Processing Deuteronomy 2:27 (27/37)...
2025-09-20 22:55:04,097 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 330, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:04,098 - INFO -   Processing Deuteronomy 2:28 (28/37)...
2025-09-20 22:55:04,361 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 368, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:04,362 - INFO -   Processing Deuteronomy 2:29 (29/37)...
2025-09-20 22:55:04,632 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 431, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:04,632 - INFO -   Processing Deuteronomy 2:30 (30/37)...
2025-09-20 22:55:07,717 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 432, 'output_tokens': 485, 'fallback_used': False}
2025-09-20 22:55:07,717 - INFO -     FOUND: 2 figurative instances
2025-09-20 22:55:07,718 - INFO -       Instance 1: metaphor - 'because יהוה had stiffened his will'
2025-09-20 22:55:07,718 - INFO -       Instance 2: metaphor - 'and hardened his heart'
2025-09-20 22:55:07,718 - INFO -   Processing Deuteronomy 2:31 (31/37)...
2025-09-20 22:55:08,098 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 360, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:08,099 - INFO -   Processing Deuteronomy 2:32 (32/37)...
2025-09-20 22:55:08,355 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 0, 'input_tokens': 310, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:55:08,355 - INFO -   Processing Deuteronomy 2:33 (33/37)...
2025-09-20 22:56:00,676 - INFO -     API Metadata: {'model_used': 'gemini-2.0-flash-exp', 'context': 'narrative', 'retries': 1, 'input_tokens': 335, 'output_tokens': 2, 'fallback_used': False}
2025-09-20 22:56:00,677 - INFO -   Processing Deuteronomy 2:34 (34/37)...
